RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2010,4/30/2010,7/31/2010,10/31/2010,1/31/2011,4/30/2011,7/31/2011,10/31/2011,1/31/2012,4/30/2012,7/31/2012,10/31/2012,1/31/2013,4/30/2013,7/31/2013,10/31/2013,1/31/2014,4/30/2014,7/31/2014,10/31/2014,1/31/2015,4/30/2015,7/31/2015,10/31/2015,1/31/2016,4/30/2016,7/31/2016,10/31/2016,1/31/2017,4/30/2017,7/31/2017,10/31/2017,1/31/2018,4/30/2018,7/31/2018,10/31/2018,1/31/2019,4/30/2019,7/31/2019,10/31/2019,1/31/2020,4/30/2020,7/31/2020,10/31/2020
394304,83,Akron,msa,OH,121390.5267,120680.8691,121715.2421,120219.4772,117552.3749,116247.033,114118.6803,112793.0021,110860.792,110026.9285,110409.1953,110432.0167,110683.7784,111857.9581,114098.5701,115029.822,115246.2576,115398.0133,117237.1031,117322.2147,117491.6613,117986.2165,119861.7391,121707.9407,123433.8184,125092.3094,125724.9651,126894.8675,128610.9512,129984.3314,132158.6957,133827.3548,136203.9175,138288.6755,139958.6219,141894.029,144149.042,146730.8698,148285.4497,149221.0413,151255.966,154342.7557,155819.7616,161143.1069
394531,84,Des Moines,msa,IA,147906.6986,148407.9725,147686.7084,145323.8233,143226.8705,141796.3146,140783.5238,140042.6478,139911.8425,140237.1199,142477.7329,144005.9777,145927.0673,148180.2938,150825.5121,152298.6918,153938.3562,155770.4422,158046.5846,159011.427,160486.4244,163655.0605,166763.9603,169538.607,173005.8768,176406.7614,178552.7442,181114.9823,183579.3906,186885.0518,189276.1524,191359.7958,193629.2458,197002.0461,199512.8974,200846.9826,202690.422,205674.992,207275.1347,208543.2509,210619.4879,212155.1803,213558.0366,218296.3257
395115,85,Springfield,msa,MA,201376.5928,203517.5337,204455.0969,201172.5322,197752.0111,196141.9802,193165.8259,190341.1035,188446.6186,188320.4339,188227.5365,187911.0601,188169.1097,189791.0976,192101.8151,193432.3227,194021.6807,194936.2506,196112.1124,195418.7779,195224.6896,196574.5255,198542.3832,201230.7316,202650.739,203325.1714,205541.5497,207123.8722,209370.7456,211272.8674,213512.8275,215585.0744,218154.431,221030.3561,223722.8717,226409.1703,226713.9788,228936.9775,230516.0119,232429.7609,236303.0846,239644.7936,242463.5008,250490.9558
394931,87,Ogden,msa,UT,197086.9565,195651.2141,193399.766,188389.1212,183738.3496,181655.8046,179312.4901,177963.6734,177065.1951,175799.5017,177853.0792,181050.4803,184678.4586,187933.6089,192513.2066,196089.9418,198045.9784,199433.4854,202083.7343,203387.6822,204721.9496,208012.491,213445.7349,219290.1247,224481.7324,230172.097,236815.0772,242246.9712,248173.5952,254324.1808,260793.5059,265528.4065,270834.6886,278681.5241,286819.4077,293595.7982,298523.4571,307369.9194,312315.0389,317391.6616,325084.0025,333868.7887,338961.5297,353306.5844
394816,88,Madison,msa,WI,207954.8614,208688.0959,207662.3613,204005.1099,201358.2635,200631.6803,199525.2348,197810.7997,195340.9215,195008.3895,195987.7928,197180.2816,198578.942,200857.4024,203173.5087,206177.5533,208288.9549,211021.3701,212851.3002,213921.4456,215915.0966,218170.07,220519.1093,224294.4893,229762.4024,233619.2532,237114.4034,240102.9774,244532.7737,248104.583,252215.6358,255137.1283,258702.269,263098.1098,267990.3456,270477.3671,272387.7882,276624.1732,279386.8635,281431.7881,285552.246,290957.8985,293251.4852,301662.0013
395235,89,Winston,msa,NC,139576.7646,138524.7859,138528.9903,137650.4525,136183.8707,134380.5105,132885.4745,131693.834,130455.1188,130178.2553,130773.4235,130724.7752,129439.4197,128560.2,129109.8356,129775.407,130362.1637,131493.7535,133150.7927,133169.273,133559.5244,134177.2814,135882.3404,137202.2906,138517.0997,139764.9699,140023.3805,141314.8898,143051.1964,144418.7746,146268.886,148259.9064,150714.987,152534.2649,154738.5273,157435.8068,160378.2566,163976.8256,165740.247,168116.9782,171699.8388,174812.9586,177376.6987,184740.6639
394528,90,Deltona,msa,FL,136717.7067,133764.2538,130646.3845,125598.537,124031.4273,119735.5709,116170.8542,114768.8033,111796.196,111844.0305,113989.8198,116159.1667,119368.7917,123203.5014,128114.4645,132906.6667,136773.7985,140149.2267,143274.5467,145334.0127,148141.6468,150444.7055,153465.1059,157481.8938,161238.6774,164932.9372,169035.1345,173392.5514,177572.9004,180554.2506,185040.9817,189958.298,195489.8706,199768.2034,202756.5306,206147.9609,209243.9253,212452.5773,214420.3412,216992.0129,221402.7172,225212.5207,225890.9216,232945.965
395143,91,Syracuse,msa,NY,120625.9242,121717.4689,122689.6905,121157.8902,119876.6444,119692.4327,119190.1415,118810.093,117397.9346,118862.9042,118891.8816,118281.5213,117814.7945,119343.4532,120579.9655,120257.7822,120402.2613,121539.9804,122195.1969,121603.2679,121662.386,122948.1297,124114.092,125446.0747,126170.3247,126804.5323,127322.4856,128404.6195,129895.4274,129510.7733,130270.0386,132048.4805,134171.1397,134601.4113,136830.2516,139490.2457,139882.3722,141264.7762,142769.2295,145123.4482,147086.1976,149005.6007,151144.6174,156951.9763
395160,93,Toledo,msa,OH,98964.78862,99495.98073,98990.51537,98217.57213,95380.65762,93994.04124,92808.99096,91974.51846,91000.43396,91536.53397,91732.43884,91817.77396,91613.64975,93156.96663,94756.17281,96359.42126,96753.69931,97178.15103,98365.86128,99052.7886,100352.9921,102110.1831,103828.753,106328.8167,108398.5887,109525.422,110339.7515,111256.885,112882.2021,113587.8056,115376.5801,117437.0237,119887.5318,121668.4245,123634.607,124845.1111,126128.1353,129308.9355,130089.1249,130521.2303,133267.9431,136123.6692,136882.7155,142155.8002
394352,96,Augusta,msa,GA,128556.2117,127441.2912,126386.9545,124840.3271,123652.8831,122303.1298,121173.7837,119162.4828,117753.94,117132.7957,117537.4969,117853.8237,117597.224,118130.6105,118945.0373,119778.4635,119675.1749,119642.7894,120510.6909,121081.5173,121554.7884,122033.9186,124081.4475,126191.6125,127711.516,128471.0316,129082.2355,129434.2838,129777.0803,130637.2232,131627.3713,133673.7594,135598.687,138066.7234,140458.8652,143201.4887,146453.9867,149645.0354,150958.6571,152346.344,155466.5053,158774.6438,160870.2225,166644.574
394957,97,Palm Bay,msa,FL,136966.8237,133836.8553,131655.2374,126546.7622,122484.8745,117423.0808,114730.5394,113542.3479,113910.7439,113546.9034,113795.6072,114766.8618,118553.2018,122621.9529,126850.7717,131057.9693,134799.7128,138555.3098,141661.6748,143658.1889,146834.6116,151159.2226,155223.279,160588.2001,165413.3895,169232.2807,173692.3241,178903.7855,183196.0847,188409.7322,194245.7796,199634.4228,204162.6746,208990.5079,212086.9229,215432.5396,218015.5274,219094.2221,219766.3753,221778.9349,226459.7295,230798.8858,232695.4239,240266.9911
394666,99,Harrisburg,msa,PA,172844.3048,173451.0856,172966.3988,171803.3253,169979.2509,167788.392,166907.7004,165962.836,164800.5094,166065.951,167428.2036,167068.3323,166880.4646,166781.6884,166826.6436,166429.0693,166744.7975,167377.0501,168566.5437,168792.3928,168476.5348,169385.3405,170098.6182,171427.9595,172619.0134,173670.9613,174667.6421,176149.702,177579.1193,178609.2095,179425.849,181085.5079,182974.5159,184394.7075,185483.6277,186216.1468,187295.9471,190208.7184,192211.3935,194584.5757,197498.9344,200052.0295,201884.6387,207719.0615
395113,100,Spokane,msa,WA,180958.1209,178948.9991,177903.9129,170159.6263,167542.7776,165802.6078,161134.235,159714.6797,158239.8585,157754.6122,155505.1613,155179.7376,157667.8366,159248.9932,161163.2766,161355.3471,163438.4996,164736.3965,165600.0959,166098.499,168059.0659,169906.83,172868.4809,177025.3668,181815.2363,185347.9623,187770.3931,191236.554,196979.7727,203488.6197,207889.4519,211696.1107,216345.9965,224244.0813,231603.1551,237664.9408,241868.0033,250043.3956,258869.5895,263385.7086,270500.4315,282617.8851,288423.2088,299902.7862
395075,101,Scranton,msa,PA,129220.2753,131431.0317,130778.6469,131323.2501,130945.7539,130341.0652,128078.3884,125315.4952,123335.1244,123834.4057,125498.408,123304.692,122763.5842,122948.739,124379.8596,124114.0301,123894.8402,124511.3972,125947.2719,125972.1836,124081.8262,123203.8094,125659.9637,126612.9301,128797.818,128132.4107,126462.5582,127598.927,126843.4117,125645.8316,126419.8943,128122.1792,131963.4084,135659.3833,136718.5794,136133.6765,135829.7359,139320.1437,140409.9092,143186.0092,145582.9203,148615.9939,148546.3037,154095.8643
394460,102,Chattanooga,msa,TN,145960.1763,145548.887,145576.2005,144946.7218,143606.0994,142385.532,140649.4378,138402.1508,136589.7387,135939.0609,136659.5134,137722.0872,137809.7936,139303.6134,142196.0921,143831.2278,144992.1025,146336.4322,147925.718,147575.9346,147487.8279,148164.3013,150662.9217,152868.5652,155028.7116,157034.85,158881.9803,161139.7712,163929.084,166719.1178,169261.5961,171968.6812,174672.6068,176346.9882,177952.8194,180849.2647,183876.2236,187559.5245,190324.1658,193593.8918,197566.8322,200952.2428,203440.3913,211375.545
394871,103,Modesto,msa,CA,149465.4772,149101.4293,150959.3553,152590.2829,147228.5335,146803.5982,140777.0661,136180.444,135319.4008,135864.8414,138147.5738,142330.7339,149131.5461,157883.9005,170800.6695,184865.2343,195971.1473,205149.5889,212549.7086,218018.2378,223738.2813,228097.6508,232982.8655,239663.117,247351.7095,252868.1565,256622.2652,261276.6444,268478.0291,275313.2932,279088.3209,284943.1576,293380.2384,301020.3405,305959.1811,309308.2652,312915.1881,317936.2413,320184.2191,323898.2717,329264.9537,334521.3179,336901.5717,348136.0737
394997,105,Portland,msa,ME,223809.567,227029.24,228757.1325,225506.9986,222028.4241,223544.796,222460.8238,220919.4975,218241.5683,216575.5641,217257.6232,217368.3158,217660.9719,219334.8401,223737.1186,226615.4389,227283.7184,228547.2135,232023.3863,233251.011,232887.0417,234940.9756,238578.0329,242827.3457,246305.9952,248640.5289,253747.6661,258246.5023,263997.8313,269209.499,274731.8634,278847.5805,282279.1318,286687.653,293071.6116,297534.3728,299596.2606,302745.7919,304684.4602,307996.619,313373.4934,321661.2694,326987.152,340635.634
395245,106,Youngstown,msa,OH,87250.18224,86549.59529,86152.85473,84904.66342,83090.1068,82312.45343,81835.36354,81306.95821,80173.60604,79954.7034,79477.47495,79548.08008,80125.00271,81009.45114,81726.85796,82433.61088,82099.54872,81216.72979,83010.06322,83745.04753,83558.13727,84455.83102,86096.09243,87698.43283,88561.41172,88919.19643,89501.68048,89634.98414,91136.9713,91475.66835,91650.16909,93483.02961,95067.76831,96625.3552,97306.93204,98088.19852,98981.81529,101276.9198,102271.5354,103331.2683,105168.2428,107246.1963,107777.4199,112692.6843
394770,107,Lansing,msa,MI,105967.8123,105525.8952,105140.5298,103644.0462,102308.6542,100292.3855,99727.16264,99722.34437,99334.98924,100293.1953,101322.7298,103081.7488,104479.7376,106531.9789,108353.7984,111271.5986,112830.0791,115336.115,117440.6372,119138.9496,119742.061,121116.0353,122573.2263,124418.9709,126589.4342,128274.6758,129069.9969,131553.364,134544.1839,136726.778,139372.7961,141298.5732,144201.9113,147185.2386,149708.3278,150487.521,151552.8252,154531.0803,157741.3732,159958.2207,162755.5795,166350.1616,167909.0662,173103.2824
394589,109,Fayetteville,msa,NC,140143.5746,140296.7199,140838.6319,140898.3444,140880.2566,140972.8611,140399.2957,138953.2729,136649.5953,136974.6913,137384.0773,135767.1029,133457.3084,133102.4023,133444.3857,133696.0056,132352.6689,132877.0776,132850.8831,131765.282,131212.5604,130690.4271,130821.3664,130680.0939,130527.8769,130526.2464,129768.0647,130867.4544,132081.3046,132658.5685,133870.7559,134964.1961,136119.5878,136755.0443,137661.2039,139069.064,140621.3648,142572.7504,143801.9174,144845.4234,147887.9457,151270.9094,152609.4206,156937.5876
394792,110,Lexington,msa,KY,151179.8653,151697.0751,152063.2512,151274.7968,149550.1603,147947.4951,147061.9367,146407.9173,145363.4727,145072.6951,146394.6663,147140.4912,147019.2506,147836.6514,149442.5511,149766.218,149839.8049,150493.4286,152240.9097,152539.5406,152987.1489,154137.8854,156124.0835,157730.6508,159560.0889,161822.15,164193.491,165984.7701,168003.1603,170330.4332,173763.4668,176638.8592,179470.2467,182539.004,184122.9069,185933.5412,187130.5311,190333.7728,192322.0214,193963.3088,196524.0679,200301.4373,203056.3366,209921.4365
394971,111,Pensacola,msa,FL,144764.8664,143566.4936,142810.1775,140394.6017,134927.5571,132748.5159,128558.0376,127301.0489,127392.4945,125543.5853,124675.6764,124407.0702,125624.8574,127949.715,131008.3394,133245.1129,135099.3135,137065.5949,138662.0734,139442.2019,141223.663,142847.5416,145342.684,147063.0156,148148.404,150483.6494,152538.2872,155151.7803,157157.9333,159916.1202,163073.3686,166478.2071,169751.7192,173460.22,176228.8341,178864.2315,181898.1216,184951.7985,188640.6246,192322.896,197218.2343,201752.3843,205711.6803,214102.1198
395068,112,Santa Rosa,msa,CA,382156.6152,387134.6873,382429.2295,371437.2719,367395.4278,360632.9085,348937.5412,336056.6318,327957.1377,327802.7953,329574.3964,340367.6559,355597.9942,375831.268,398797.8967,418043.5133,432714.9079,452442.0027,462648.5088,468034.7477,478800.6822,494575.7897,506187.6205,521787.8388,538455.0424,549361.8456,555080.0365,560399.0078,571530.6773,581942.0399,592313.6755,602560.2552,620404.0557,643823.5441,658654.2638,657485.3764,648989.698,645845.4583,645076.3048,644755.7768,646552.8244,655110.3875,646971.3165,658754.719
395019,113,Reno,msa,NV,196923.6433,195015.7262,192791.2599,186822.118,182232.3624,176721.5414,169334.6625,163675.9718,160943.5311,158908.6209,160482.8374,165374.311,173621.1948,183738.3018,198008.3698,210075.2228,218782.3987,226461.6858,235028.8806,238929.226,245025.1363,253856.9229,265216.8848,275553.4734,285908.307,294740.2872,301497.5159,303752.1655,310124.0545,319292.5469,323094.5839,329473.9236,341020.6901,352842.5864,362703.3119,370827.8877,374419.8537,378039.6071,378972.9863,381451.5865,385715.0349,393164.0698,393007.5263,404989.5716
394995,115,Port St. Lucie,msa,FL,121843.6605,121406.5338,121164.4987,119862.2919,119001.5853,116359.4462,114148.0624,113076.6162,113331.403,114260.3834,115531.3149,116967.9277,120396.9721,124446.5078,129490.2439,134877.3536,139697.2086,144118.7513,146950.0034,150007.9738,153906.0756,157854.309,163084.2214,170659.7721,178063.7657,183599.9244,188967.8279,194272.7219,199229.3124,204120.7792,207480.1871,211407.0364,216896.9332,221805.8289,225403.8068,228622.7679,231587.227,234251.9402,235345.3606,236950.8898,240731.4969,244301.6249,244713.6389,251589.4791
395195,119,Visalia,msa,CA,148563.0425,146897.5517,145255.539,141287.4339,134572.0542,130610.875,128034.8967,124393.6297,122939.6628,123463.522,125560.2311,127493.185,133111.0327,139585.9962,146367.8716,151420.1162,156416.2021,160652.8457,164086.675,165383.1118,168607.6901,171232.6611,173534.2987,173666.6099,173960.566,180577.1114,185769.9006,189913.4291,195856.4159,200934.537,204063.0052,207973.213,212862.1545,216567.6276,218502.8104,220987.2553,224186.9005,228487.6318,230232.0212,232587.0385,237457.1889,239094.9811,240774.0564,250206.5535
394338,121,Asheville,msa,NC,193031.8567,190638.1082,189534.3288,186548.2482,185009.3727,183360.1393,181759.6787,179385.0397,177253.3516,176981.9455,176919.4995,177688.2891,178936.6304,179509.0323,181724.48,185720.0027,188227.9443,190450.0816,192327.0373,195240.7623,198725.5654,202473.0473,205958.984,211060.9348,216155.8616,219447.8875,222876.6922,227759.3371,231962.6028,237554.1066,243059.8529,247876.1519,252112.1102,257504.4005,260770.2184,263241.6842,265769.7767,266666.1078,269334.2771,272102.5571,277297.3927,282464.2476,284272.6756,293925.9252
395244,122,York,msa,PA,175623.9812,175902.736,174656.8336,170769.0833,165560.5038,162764.1605,160333.0283,158188.0601,157092.7153,156833.912,157271.8232,156438.7368,156560.8073,156561.2454,156723.1652,156740.2727,157120.3246,157304.2246,159020.8497,159369.6734,159185.5325,159640.243,160792.6881,163070.9204,165351.0189,166642.8749,167619.0247,169162.0102,170939.6865,171869.4401,173377.2262,175977.2193,178697.6351,180104.2621,181070.3772,182285.3773,183648.9327,187420.2248,189808.5052,191711.4382,194597.7678,197449.5997,199487.9566,205639.1295
395183,123,Vallejo,msa,CA,216639.9118,217228.1406,219455.7842,218898.2835,214337.4189,208397.7813,202242.4819,196121.4707,191052.5926,189517.3967,193826.3152,201142.758,212068.1652,224385.1024,244558.4111,265548.5977,280436.871,292202.3127,304797.9431,313500.4169,318673.2422,325059.714,334068.528,343599.3987,351890.4933,358816.0525,367278.475,377378.5334,384991.2978,391813.823,399021.3404,408179.4542,419785.7404,429244.5067,437262.99,442256.4404,444909.1266,446847.6885,447334.365,449308.1233,454426.0246,461855.2525,462487.9265,475244.2429
753917,124,Santa Maria,msa,CA,408465.5556,416298.5317,427104.6176,415850.0839,401625.2558,389592.0613,373095.1851,356353.1106,348300.3871,348120.8884,351712.009,361586.9186,376870.3135,391614.1797,417184.5385,437497.9334,452554.6141,464934.5326,474410.1452,481166.1559,492272.0691,499510.6369,506984.9607,517158.9725,530484.0518,543284.0437,543729.1135,546238.6754,554103.2263,560207.6233,563150.3803,569101.5032,578584.3309,582903.2535,585950.8826,589642.9089,592968.7662,592798.3843,594278.1113,597086.5781,600991.8642,612101.1541,614356.237,635763.1086
395050,125,Salinas,msa,CA,322013.8988,323900.0751,333659.7395,327081.5616,314375.0966,306747.8226,303550.5389,299201.6487,294076.0178,293646.3291,293840.2645,301636.8583,311956.1641,326197.8077,346425.7749,366143.3816,381115.3211,394789.6347,406083.4183,411604.1924,416947.5261,423865.0441,431815.1157,443689.7715,458619.4941,469269.7077,472951.0845,480183.7278,491981.9054,503951.8782,509430.9582,517298.7159,526774.7379,535530.3716,542188.1443,548783.238,555933.8225,562287.8618,565845.5579,569255.6952,575970.4349,588786.8827,594113.1221,614019.821
395048,126,Salem,msa,OR,201719.427,199767.0569,198516.2399,193539.2866,189063.3663,184804.3341,179302.5724,175163.8792,169767.4065,168289.1708,166415.7588,166113.4042,166582.1269,169381.7042,172227.3309,174690.1009,177169.4196,181325.7945,185057.5024,188422.4099,191841.627,197396.5851,201472.8908,207565.3082,214992.7432,220994.8881,227526.4945,234966.5147,242354.9411,248964.8958,256328.1044,262516.3192,269506.4474,278608.8805,286203.6656,292674.7778,297544.7439,302708.9435,306134.5594,307984.3531,313846.0156,321274.4767,322914.7614,332806.0812
394870,127,Mobile,msa,AL,127234.6758,125586.3726,122133.3984,118290.4348,113790.4202,109427.8833,107431.3699,105487.8693,104043.5056,101855.5411,101364.3774,100719.0392,101854.9289,103215.4956,103010.7198,103217.0081,103266.8976,103329.0391,103642.3914,104203.3411,104142.3589,104357.8705,105948.2234,106748.6896,107989.8918,109593.2483,110612.6522,111942.6841,113631.7051,114689.0878,115298.4058,116919.2309,117579.7581,119348.86,120619.6549,121777.6324,123591.4311,125476.3245,127651.4917,130424.2048,133934.7592,135937.1752,137922.6192,142607.5844
395015,128,Reading,msa,PA,168470.5881,168738.6528,168732.0417,166526.8382,161959.1518,159891.8154,157008.6247,153907.0379,152522.3117,151762.3847,151706.4465,150758.2625,149899.3871,150271.7972,150373.162,151357.6205,152273.1749,152202.8703,154209.649,154295.2836,154361.0228,154502.1169,155227.2659,156860.1498,157685.4121,158788.3064,159831.3087,161576.1953,163548.5573,164444.9981,166605.2555,168504.5038,171664.8126,174581.7405,175649.8272,176029.3945,177517.1085,180275.7402,182979.3725,185444.1372,188123.1399,193229.3988,196115.1255,201491.6176
394820,131,Manchester,msa,NH,228854.0415,226594.1036,227378.7834,223736.786,219606.932,217141.6139,214163.0547,209246.3897,205739.8577,206406.2257,206458.7723,207255.5146,209039.6657,210609.1093,212189.2966,216006.3561,218161.6635,219171.9474,221043.9269,222239.2177,224020.6146,226497.5347,229685.5529,234939.1521,239139.0478,240797.2321,243976.5213,246070.9348,251061.372,255970.7887,260721.7914,264773.0943,268967.1661,272801.7163,277905.2013,281070.3221,281688.5775,284624.6474,289360.7999,292709.414,297631.5672,304103.8444,309271.1473,321575.2839
395051,134,Salisbury,msa,DE,255527.6823,250472.6883,245476.5941,242350.4734,236333.7742,232719.3059,229493.8867,225652.6406,223238.2621,223527.814,224269.8214,223698.4684,225718.9684,227997.3698,231043.5502,233178.6208,236007.1422,238305.4999,239715.6556,242648.8466,243903.472,245201.1136,246296.1143,248445.7885,249530.7089,249955.4872,250903.4704,251388.7354,254565.6571,257940.39,260047.7495,263017.6176,264525.6287,266222.1128,268740.9418,269853.1826,272436.5943,276120.0507,278914.6618,280644.1174,284542.2371,288758.7903,290143.0214,299647.2568
394439,137,Canton,msa,OH,107879.7606,109418.8356,109799.1579,107797.7115,104481.2064,101718.2938,100429.6216,99569.87712,98507.47543,98681.72429,99235.55051,99951.39272,100577.4799,101723.2774,103214.1666,105604.8049,105811.5427,105657.117,107046.0997,108530.9169,109438.6589,110048.6927,111284.5968,113308.7565,115296.5679,117539.7545,118347.8451,119244.5815,120250.7887,120784.805,122803.0714,124681.8845,126386.2463,128431.6847,129909.7525,131723.4984,133903.4755,137230.5951,137425.2187,137645.5784,140012.82,143833.0038,146030.8308,150741.1424
395070,138,Savannah,msa,GA,164493.8638,163972.5665,162812.6884,160863.1433,157874.697,154838.4285,150827.2478,148291.3374,146648.1771,146269.7368,148613.1872,150302.7062,151436.9768,152345.462,154374.0469,156727.4214,158360.5187,161356.1408,163485.3784,164276.7871,165412.3612,167003.1433,168550.1479,171862.8308,174537.8575,175065.1005,176080.4717,176609.6733,177836.4525,178218.9192,179639.137,181888.5403,184660.4822,187366.9381,189963.8822,192969.8018,195485.5529,197978.9473,199983.4096,202150.5733,205131.7496,208323.629,209136.4351,214824.4609
395164,142,Trenton,msa,NJ,255067.5215,259572.3806,258579.1154,253528.5169,246283.8303,239295.8385,233843.3242,229428.5322,224279.2442,223804.1593,221099.0921,216059.7569,214857.3871,217434.3595,221732.2244,223438.1064,225274.4119,230923.1505,234249.7142,232767.6595,231053.9186,232213.2351,234291.1642,235645.8581,237178.3863,238849.5619,240635.4703,241624.7244,242847.3912,242812.2887,245593.4116,246194.9502,250499.0336,253229.4686,255722.2139,255872.7216,257587.8439,261187.2948,263711.6606,264314.8904,268394.9672,274500.4088,276034.897,280660.4071
394875,143,Montgomery,msa,AL,135750.7785,134408.425,133021.7283,131209.2616,129479.3711,129099.3062,128276.634,126777.9364,125420.7514,123283.1266,124187.9904,123579.7213,123857.5036,122770.3834,125001.0333,126346.1926,126952.1062,127189.6192,127440.5016,127611.4236,127861.8966,128119.8639,128769.5239,128869.6865,129152.0968,129531.7231,130042.0608,130243.8587,130076.4858,129838.2651,129868.048,131310.757,132056.0347,132401.4665,132648.3759,133688.7915,135171.3798,139129.5912,139791.1654,140326.0611,142431.5623,145079.4652,145091.5988,148057.0205
395146,145,Tallahassee,msa,FL,163258.5819,163305.6425,161801.4176,157598.8902,152923.8975,149635.842,146046.0786,143799.6045,141111.2885,141682.3172,141101.3279,139764.0833,141043.0312,142108.957,143113.9774,144052.7376,145376.8319,147216.1929,148144.4833,148284.2745,149556.0641,149996.3393,151952.3859,153929.7014,156763.9511,158531.7972,160076.7393,162409.3371,164382.6658,165722.3121,168047.7602,170750.0067,173034.3852,175359.4279,177778.7125,179719.56,182060.7927,184408.9584,187866.4871,190721.5697,195089.4249,198914.5208,200415.5913,205972.1837
394576,146,Eugene,msa,OR,215035.1858,214124.7142,214880.6301,210592.5343,199043.0347,196699.2506,193239.4525,186117.1981,186714.059,184325.1819,183545.9803,184696.6487,187767.9906,191243.174,194924.9654,198512.884,202628.5272,207002.2803,210306.951,212231.1708,215286.1764,218660.353,221863.7426,226437.1774,232500.1526,237897.5006,242679.6526,247454.1792,253823.1922,258698.1832,264540.8778,270452.6274,276620.2426,283141.695,287862.9694,292231.2117,295916.4841,301060.2334,304916.2025,309050.1317,315157.3566,325465.3615,328990.3802,339242.343
394332,148,Ann Arbor,msa,MI,181869.6366,181366.2932,182334.524,182668.6218,181623.1106,179952.1457,179010.2129,175853.4318,177608.9068,182229.9126,182938.8906,186904.4861,194062.996,199913.7717,204834.2647,212587.8795,219332.0518,224045.4002,226064.8971,229840.1058,234020.4368,237523.9595,239500.38,244968.0717,250405.861,253700.6527,256082.2499,258119.9796,262357.8727,267387.2739,273100.5478,276285.1672,280000.068,285599.4562,292432.7755,295884.1818,298379.5626,304315.5755,307697.0553,308600.0509,311473.3245,313661.662,312914.0532,318208.1352
394679,150,Hickory,msa,NC,114732.4507,114268.1489,115385.9166,114429.3528,112721.6659,111303.7743,110325.5806,109362.5798,108342.1452,109357.2427,110443.0113,110269.2357,109564.3335,110118.9435,111012.834,111295.9436,110569.6669,111033.9046,111310.2882,110822.2633,110963.7534,112402.5944,114477.4333,116959.5667,119583.0539,121057.2193,121890.9982,124280.5716,126543.8862,127679.292,129340.9725,131672.0145,134049.7926,136334.795,138717.6998,141381.9239,144449.0872,148050.8792,150591.7948,153628.2854,157259.9174,160828.8641,164007.0162,172070.3995
394602,152,Fort Collins,msa,CO,236060.8685,236739.3882,235721.1708,234065.2388,231378.3316,232972.3069,231566.5532,230960.3762,232692.917,233584.6944,235593.5395,240914.7742,244780.401,248429.7508,251090.6704,255537.7674,260187.1309,265003.7395,268950.2505,275311.0783,283503.1245,293578.4008,302385.7663,312220.3862,321083.0508,330538.398,338737.591,343819.331,352267.214,362257.6022,366833.2274,369601.5034,376938.1911,383861.0269,388159.4307,391578.6287,395479.1476,401949.7044,406414.9538,407535.0578,411642.6395,416615.8655,416558.5207,425564.1497
395033,153,Rockford,msa,IL,101108.0171,98770.51976,97615.02046,95815.2612,94562.59674,94569.90879,92608.96417,91266.38772,89862.38934,89028.16263,88935.71419,88559.63365,86988.41708,87753.48633,89911.7066,90334.84881,87741.4076,85698.08245,88012.29383,90668.44646,90162.63574,88941.88708,91534.53142,93816.88196,95075.72224,97400.72739,99119.25359,101567.7338,104161.7941,106500.1615,107164.9756,108020.5576,111984.4202,114972.576,115648.6094,115856.2157,117733.5105,121802.8911,122148.3015,122378.436,124460.2597,126691.1271,125238.2093,128308.181
394796,154,Lincoln,msa,NE,150536.1169,152440.1203,152429.9891,150674.879,149616.8022,148947.056,148065.4436,147655.5077,146992.2351,145483.3847,145040.6069,145923.5605,147470.6098,149282.6264,150078.3471,150241.3875,150866.8135,152032.3473,153455.2952,154366.3758,155548.4389,157160.1951,159446.4383,162438.6855,165817.675,168513.0512,171266.3795,172822.8945,175015.3819,177880.8204,180877.1635,183245.8229,184902.5786,187309.0748,191043.3257,193921.7749,195239.3271,197960.9706,200358.7629,201588.7941,204085.6173,206820.2349,208862.4381,215111.4742
394622,155,Gainesville,msa,FL,164249.6066,164448.7555,158385.2953,153174.6228,148113.9925,145108.0904,140669.3644,137875.4868,136977.2613,135836.7911,133551.5701,132122.1933,134176.7844,136920.6262,138173.2527,138292.5841,139992.8496,143977.8488,145865.6498,145613.5017,146747.4418,148660.9227,150988.7867,153637.1646,155766.0943,157871.9601,160376.7478,163207.1393,166208.3948,169982.1911,173953.5468,176913.856,179388.1033,182722.2209,186478.702,189025.336,190845.4742,191024.7371,194493.3658,198123.9173,201982.884,206418.6207,208591.5957,215296.4128
394405,156,Boulder,msa,CO,305836.7112,306775.8295,302756.4603,299850.8462,300342.7269,300154.5479,299180.3167,296005.6882,295553.6792,301570.1028,307522.2834,315407.7175,323792.6581,329189.9144,332890.6215,341334.7749,350849.5256,356606.4546,361935.8969,369593.7195,378991.42,391352.5524,402268.3408,417923.8049,434042.8615,449246.8575,462478.4161,470104.1888,481126.2732,492116.6172,500172.3732,503666.6073,508321.8333,512536.6983,519579.4706,524674.9764,528768.5446,533046.3396,534433.7936,539263.8781,547192.81,558088.768,555930.9096,567610.6277
